TripCode,Time,SampleID,Depth,Nitrate,Phosphate,Silicate
MAI20130313,3/14/2013,MAI20130313_75,75,5.5,0.55,1.9
MAI20130313,3/14/2013,MAI20130313_85,85,5.7,0.56,2.1
MAI20130424,4/24/2013,MAI20130424_0,0,1.1,0.22,0.2
MAI20130424,4/24/2013,MAI20130424_10,10,1.2,0.22,0.3
MAI20130424,4/24/2013,MAI20130424_20,20,1.2,0.22,0.3
MAI20130424,4/24/2013,MAI20130424_30,30,1.2,0.22,0.3
MAI20130424,4/24/2013,MAI20130424_40,40,1.2,0.35,0.3
MAI20130424,4/24/2013,MAI20130424_50,50,1.1,0.22,0.2
MAI20130424,4/24/2013,MAI20130424_60,60,0.8,0.22,0.2
MAI20130424,4/24/2013,MAI20130424_75,75,0.9,0.21,0.2
MAI20130424,4/24/2013,MAI20130424_82,85,0.9,0.21,0.2
MAI20130528,5/28/2013,MAI20130528_0,0,2.4,0.26,0.5
MAI20130528,5/28/2013,MAI20130528_10,10,2.4,0.31,0.5
MAI20130528,5/28/2013,MAI20130528_20,20,2.4,0.26,0.6
MAI20130528,5/28/2013,MAI20130528_30,30,2.4,0.28,0.6
MAI20130528,5/28/2013,MAI20130528_40,40,2.5,0.28,0.6
MAI20130528,5/28/2013,MAI20130528_50,50,2.4,0.26,0.6
MAI20130528,5/28/2013,MAI20130528_60,60,2.4,0.27,0.6
MAI20130528,5/28/2013,MAI20130528_75,75,2.3,0.31,0.6
MAI20130528,5/28/2013,MAI20130528_82,85,2.2,0.31,0.6
MAI20130611,6/11/2013,MAI20130611_0,0,2.3,0.32,0.4
MAI20130611,6/11/2013,MAI20130611_10,10,2.3,0.31,0.4
MAI20130611,6/11/2013,MAI20130611_20,20,2.3,0.34,0.3
MAI20130611,6/11/2013,MAI20130611_30,30,2.3,0.33,0.3
MAI20130611,6/11/2013,MAI20130611_40,40,2.3,0.33,0.3
MAI20130611,6/11/2013,MAI20130611_50,50,2.3,0.33,0.3
MAI20130611,6/11/2013,MAI20130611_60,60,2.3,0.32,0.4
MAI20130611,6/11/2013,MAI20130611_75,75,2.3,0.33,0.4
MAI20130611,6/11/2013,MAI20130611_82,85,2.3,0.33,0.4
MAI20130807,8/7/2013,MAI20130807_0,0,2.0,0.24,0.7
MAI20130807,8/7/2013,MAI20130807_10,10,2.0,0.24,0.9
MAI20130807,8/7/2013,MAI20130807_20,20,2.0,0.24,0.9
MAI20130807,8/7/2013,MAI20130807_30,30,1.9,0.24,0.9
MAI20130807,8/7/2013,MAI20130807_40,40,1.9,0.24,0.9
MAI20130807,8/7/2013,MAI20130807_50,50,1.9,0.24,0.9
MAI20130807,8/7/2013,MAI20130807_60,60,,,
MAI20130807,8/7/2013,MAI20130807_75,75,2.5,0.25,1.0
MAI20130807,8/7/2013,MAI20130807_85,85,1.8,0.24,0.9
MAI20130821,8/21/2013,MAI20130821_0,0,1.8,0.2,0.8
MAI20130821,8/21/2013,MAI20130821_10,10,1.8,0.22,0.8
MAI20130821,8/21/2013,MAI20130821_20,20,1.8,0.2,0.8
MAI20130821,8/21/2013,MAI20130821_30,30,1.9,0.2,0.8
MAI20130821,8/21/2013,MAI20130821_40,40,1.9,0.21,0.8
MAI20130821,8/21/2013,MAI20130821_50,50,1.8,0.21,0.8
MAI20130821,8/21/2013,MAI20130821_60,60,1.8,0.2,0.8
MAI20130821,8/21/2013,MAI20130821_75,75,1.9,0.21,0.9
MAI20130821,8/21/2013,MAI20130821_85,85,1.8,0.2,0.8
MAI20130924,9/24/2013,MAI20130924_0,0,2.9,0.21,1.1
MAI20130924,9/24/2013,MAI20130924_10,10,2.8,0.22,1.1
MAI20130924,9/24/2013,MAI20130924_20,20,2.6,0.22,1.0
MAI20130924,9/24/2013,MAI20130924_30,30,2.5,0.29,1.0
MAI20130924,9/24/2013,MAI20130924_40,40,2.4,0.22,0.9
MAI20130924,9/24/2013,MAI20130924_50,50,2.3,0.19,0.9
MAI20130924,9/24/2013,MAI20130924_60,60,2.3,0.23,0.9
MAI20130924,9/24/2013,MAI20130924_75,75,2.2,0.19,0.8
MAI20130924,9/24/2013,MAI20130924_85,85,2.3,0.22,0.9
MAI20131117,11/18/2013,MAI20131117_0,0,0.0,0.21,0.6
MAI20131117,11/18/2013,MAI20131117_10,10,0.0,0.08,0.6
MAI20131117,11/18/2013,MAI20131117_20,20,0.0,0.09,0.6
MAI20131117,11/18/2013,MAI20131117_30,30,0.0,0.09,0.6
MAI20131117,11/18/2013,MAI20131117_40,40,0.0,0.09,0.6
MAI20131117,11/18/2013,MAI20131117_50,50,0.3,0.14,0.8
MAI20131117,11/18/2013,MAI20131117_60,60,0.7,0.17,0.9
MAI20131117,11/18/2013,MAI20131117_75,75,2.7,0.26,1.3
MAI20131117,11/18/2013,MAI20131117_82,85,3.3,0.31,1.4
MAI20131217,12/17/2013,MAI20131217_0,0,0.0,0.07,0.2
MAI20131217,12/17/2013,MAI20131217_10,10,0.0,0.15,0.4
MAI20131217,12/17/2013,MAI20131217_20,20,0.0,0.13,0.4
MAI20131217,12/17/2013,MAI20131217_30,30,0.0,0.1,0.3
MAI20131217,12/17/2013,MAI20131217_40,40,0.0,0.11,0.5
MAI20131217,12/17/2013,MAI20131217_50,50,0.0,0.13,0.3
MAI20131217,12/17/2013,MAI20131217_60,60,0.1,0.18,0.8
MAI20131217,12/17/2013,MAI20131217_75,75,0.7,0.22,0.9
MAI20131217,12/17/2013,MAI20131217_82,85,2.4,0.24,1.1
MAI20140205,2/5/2014,MAI20140205_0,0,0.1,0.13,0.5
MAI20140205,2/5/2014,MAI20140205_10,10,0.0,0.16,0.5
MAI20140205,2/5/2014,MAI20140205_20,20,0.1,0.14,0.6
MAI20140205,2/5/2014,MAI20140205_30,30,0.2,0.16,0.7
MAI20140205,2/5/2014,MAI20140205_40,40,0.5,0.19,1.0
MAI20140205,2/5/2014,MAI20140205_50,50,1.0,0.21,0.9
MAI20140205,2/5/2014,MAI20140205_60,60,1.1,0.25,1.0
MAI20140205,2/5/2014,MAI20140205_75,75,2.3,0.3,1.3
MAI20140205,2/5/2014,MAI20140205_82,85,4.0,0.41,1.9
MAI20140318,3/19/2014,MAI20140318_0,0,0.0,0.09,0.7
MAI20140318,3/19/2014,MAI20140318_10,10,0.0,0.1,0.8
MAI20140318,3/19/2014,MAI20140318_20,20,0.2,0.21,0.8
MAI20140318,3/19/2014,MAI20140318_30,30,0.6,0.16,0.9
MAI20140318,3/19/2014,MAI20140318_40,40,0.7,0.15,0.9
MAI20140318,3/19/2014,MAI20140318_50,50,1.2,0.18,1.0
MAI20140318,3/19/2014,MAI20140318_60,60,4.6,0.39,1.7
MAI20140318,3/19/2014,MAI20140318_75,75,5.2,0.44,1.9
MAI20140318,3/19/2014,MAI20140318_85,85,5.9,0.49,2.2
MAI20140408,4/8/2014,MAI20140408_0,0,0.5,0.13,0.6
MAI20140408,4/8/2014,MAI20140408_10,10,0.4,0.13,0.6
MAI20140408,4/8/2014,MAI20140408_20,20,0.4,0.13,0.6
MAI20140408,4/8/2014,MAI20140408_30,30,0.3,0.13,0.6
MAI20140408,4/8/2014,MAI20140408_40,40,0.3,0.13,0.6
MAI20140408,4/8/2014,MAI20140408_50,50,1.7,0.21,0.7
MAI20140408,4/8/2014,MAI20140408_60,60,4.1,0.35,1.2
MAI20140408,4/8/2014,MAI20140408_75,75,4.4,0.36,1.3
MAI20140408,4/8/2014,MAI20140408_85,85,5.8,0.49,1.8
MAI20140516,5/16/2014,MAI20140516_0,0,2.8,0.22,0.8
MAI20140516,5/16/2014,MAI20140516_10,10,2.6,0.2,0.8
MAI20140516,5/16/2014,MAI20140516_20,20,2.8,0.24,0.7
MAI20140516,5/16/2014,MAI20140516_30,30,2.7,0.28,0.8
MAI20140516,5/16/2014,MAI20140516_40,40,2.7,0.28,0.8
MAI20140516,5/16/2014,MAI20140516_50,50,2.9,0.28,0.8
MAI20140516,5/16/2014,MAI20140516_60,60,2.8,0.28,0.8
MAI20140516,5/16/2014,MAI20140516_75,75,2.8,0.28,0.8
MAI20140516,5/16/2014,MAI20140516_85,85,2.8,0.28,0.8
MAI20140619,6/19/2014,MAI20140619_0,0,3.0,0.31,0.7
MAI20140619,6/19/2014,MAI20140619_10,10,3.0,0.3,0.7
MAI20140619,6/19/2014,MAI20140619_20,20,2.9,0.3,0.7
MAI20140619,6/19/2014,MAI20140619_30,30,2.8,0.3,0.7
MAI20140619,6/19/2014,MAI20140619_40,40,2.7,0.28,0.7
MAI20140619,6/19/2014,MAI20140619_50,50,2.9,0.27,0.7
MAI20140619,6/19/2014,MAI20140619_60,60,2.8,0.3,0.7
MAI20140619,6/19/2014,MAI20140619_75,75,2.7,0.24,0.7
MAI20140619,6/19/2014,MAI20140619_85,85,2.8,0.3,0.7
MAI20140703,7/3/2014,MAI20140703_0,0,2.2,0.27,0.4
MAI20140703,7/3/2014,MAI20140703_10,10,2.2,0.28,0.4
MAI20140703,7/3/2014,MAI20140703_20,20,2.2,0.27,0.4
MAI20140703,7/3/2014,MAI20140703_30,30,2.1,0.27,0.3
MAI20140703,7/3/2014,MAI20140703_40,40,2.3,0.29,0.5
MAI20140703,7/3/2014,MAI20140703_50,50,2.3,0.25,0.5
MAI20140703,7/3/2014,MAI20140703_60,60,2.4,0.27,0.6
MAI20140703,7/3/2014,MAI20140703_75,75,2.7,0.29,0.7
MAI20140703,7/3/2014,MAI20140703_85,85,2.7,0.31,0.7
MAI20140807,8/7/2014,MAI20140807_0,0,2.2,0.28,0.5
MAI20140807,8/7/2014,MAI20140807_10,10,2.4,0.29,0.5
MAI20140807,8/7/2014,MAI20140807_20,20,2.4,0.28,0.5
MAI20140807,8/7/2014,MAI20140807_30,30,2.4,0.28,0.5
MAI20140807,8/7/2014,MAI20140807_40,40,2.4,0.28,0.5
MAI20140807,8/7/2014,MAI20140807_50,50,2.3,0.28,0.6
MAI20140807,8/7/2014,MAI20140807_60,60,2.5,0.3,0.6
MAI20140807,8/7/2014,MAI20140807_75,75,2.2,0.28,0.6
MAI20140807,8/7/2014,MAI20140807_85,85,2.5,0.28,0.5
MAI20140821,8/21/2014,MAI20140821_0,0,2.2,0.29,0.7
MAI20140821,8/21/2014,MAI20140821_10,10,2.3,0.29,0.7
MAI20140821,8/21/2014,MAI20140821_20,20,2.2,0.31,0.9
MAI20140821,8/21/2014,MAI20140821_30,30,2.1,0.3,0.8
MAI20140821,8/21/2014,MAI20140821_40,40,2.2,0.3,0.7
MAI20140821,8/21/2014,MAI20140821_50,50,2.2,0.28,0.7
MAI20140821,8/21/2014,MAI20140821_60,60,2.2,0.3,0.7
MAI20140821,8/21/2014,MAI20140821_75,75,2.2,0.28,0.6
MAI20140821,8/21/2014,MAI20140821_85,85,2.0,0.27,0.6
MAI20140915,9/16/2014,MAI20140915_0,0,2.1,0.29,0.6
MAI20140915,9/16/2014,MAI20140915_10,10,2.1,0.29,0.6
MAI20140915,9/16/2014,MAI20140915_20,20,2.1,0.28,0.7
MAI20140915,9/16/2014,MAI20140915_30,30,2.1,0.28,0.6
MAI20140915,9/16/2014,MAI20140915_40,40,2.1,0.28,0.6
MAI20140915,9/16/2014,MAI20140915_50,50,2.0,0.28,0.5
MAI20140915,9/16/2014,MAI20140915_60,60,1.9,0.28,0.5
MAI20140915,9/16/2014,MAI20140915_75,75,2.0,0.28,0.5
MAI20140915,9/16/2014,MAI20140915_85,85,2.0,0.28,0.6
MAI20141029,10/30/2014,MAI20141029_0,0,1.9,0.26,0.7
MAI20141029,10/30/2014,MAI20141029_10,10,2.1,0.25,0.9
MAI20141029,10/30/2014,MAI20141029_20,20,2.2,0.27,0.9
MAI20141029,10/30/2014,MAI20141029_30,30,2.1,0.28,0.8
MAI20141029,10/30/2014,MAI20141029_40,40,2.1,0.28,0.8
MAI20141029,10/30/2014,MAI20141029_50,50,2.2,0.27,0.9
MAI20141029,10/30/2014,MAI20141029_60,60,2.0,0.27,0.8
MAI20141029,10/30/2014,MAI20141029_75,75,2.2,0.26,0.9
MAI20141029,10/30/2014,MAI20141029_85,85,2.2,0.28,0.9
MAI20141127,11/28/2014,MAI20141127_0,0,0.3,0.21,0.0
MAI20141127,11/28/2014,MAI20141127_10,10,0.3,0.22,0.0
MAI20141127,11/28/2014,MAI20141127_20,20,0.3,0.2,0.0
MAI20141127,11/28/2014,MAI20141127_30,30,0.3,0.21,0.0
MAI20141127,11/28/2014,MAI20141127_40,40,0.4,0.21,0.0
MAI20141127,11/28/2014,MAI20141127_50,50,1.8,0.3,0.4
MAI20141127,11/28/2014,MAI20141127_60,60,2.5,0.35,0.7
MAI20141127,11/28/2014,MAI20141127_75,75,3.7,0.44,1.2
MAI20141127,11/28/2014,MAI20141127_85,85,3.8,0.44,1.3
MAI20141208,12/9/2014,MAI20141208_0,0,0.0,0.11,0.3
MAI20141208,12/9/2014,MAI20141208_10,10,0.0,0.11,0.3
MAI20141208,12/9/2014,MAI20141208_20,20,0.5,0.17,0.5
MAI20141208,12/9/2014,MAI20141208_30,30,0.9,0.2,0.7
MAI20141208,12/9/2014,MAI20141208_40,40,2.8,0.32,1.3
MAI20141208,12/9/2014,MAI20141208_50,50,3.0,0.35,1.5
MAI20141208,12/9/2014,MAI20141208_60,60,2.7,0.33,1.4
MAI20141208,12/9/2014,MAI20141208_75,75,3.7,0.39,1.7
MAI20141208,12/9/2014,MAI20141208_85,85,4.1,0.42,1.9
MAI20150224,2/25/2015,MAI20150224_0,0,0.0,0.09,0.4
MAI20150224,2/25/2015,MAI20150224_10,10,0.0,0.1,0.4
MAI20150224,2/25/2015,MAI20150224_20,20,0.0,0.1,0.4
MAI20150224,2/25/2015,MAI20150224_30,30,0.4,0.14,0.8
MAI20150224,2/25/2015,MAI20150224_40,40,1.7,0.21,1.0
MAI20150224,2/25/2015,MAI20150224_50,50,3.5,0.31,1.6
MAI20150224,2/25/2015,MAI20150224_60,60,5.6,0.47,2.2
MAI20150224,2/25/2015,MAI20150224_75,75,7.9,0.6,2.9
MAI20150224,2/25/2015,MAI20150224_85,85,8.8,0.66,3.2
MAI20150312,3/13/2015,MAI20150312_0,0,0.0,0.13,0.3
MAI20150312,3/13/2015,MAI20150312_10,10,0.2,0.14,0.5
MAI20150312,3/13/2015,MAI20150312_20,20,0.2,0.15,0.5
MAI20150312,3/13/2015,MAI20150312_30,30,0.2,0.14,0.5
MAI20150312,3/13/2015,MAI20150312_40,40,0.3,0.15,0.5
MAI20150312,3/13/2015,MAI20150312_50,50,0.3,0.15,0.5
MAI20150312,3/13/2015,MAI20150312_60,60,0.4,0.16,0.5
MAI20150312,3/13/2015,MAI20150312_75,75,1.5,0.22,0.8
MAI20150312,3/13/2015,MAI20150312_85,85,1.8,0.24,0.8
MAI20150421,4/21/2015,MAI20150421_0,0,0.7,0.16,0.7
MAI20150421,4/21/2015,MAI20150421_10,10,0.7,0.14,0.8
MAI20150421,4/21/2015,MAI20150421_20,20,0.6,0.14,0.8
MAI20150421,4/21/2015,MAI20150421_30,30,0.5,0.14,0.6
MAI20150421,4/21/2015,MAI20150421_40,40,0.4,0.12,0.7
MAI20150421,4/21/2015,MAI20150421_50,50,0.5,0.13,0.7
MAI20150421,4/21/2015,MAI20150421_60,60,0.3,0.16,0.9
MAI20150421,4/21/2015,MAI20150421_75,75,0.2,0.16,0.9
MAI20150421,4/21/2015,MAI20150421_85,85,0.2,0.14,1.0
MAI20150526,5/26/2015,MAI20150526_0,0,3.2,0.32,1.0
MAI20150526,5/26/2015,MAI20150526_10,10,3.1,0.3,1.0
MAI20150526,5/26/2015,MAI20150526_20,20,3.0,0.31,1.0
MAI20150526,5/26/2015,MAI20150526_30,30,3.4,0.29,1.0
MAI20150526,5/26/2015,MAI20150526_40,40,3.4,0.32,1.1
MAI20150526,5/26/2015,MAI20150526_50,50,3.5,0.34,1.3
MAI20150526,5/26/2015,MAI20150526_60,60,3.5,0.34,1.6
MAI20150526,5/26/2015,MAI20150526_75,75,3.6,0.35,1.7
MAI20150526,5/26/2015,MAI20150526_85,85,3.5,0.36,1.7
MAI20150723,7/23/2015,MAI20150723_0,0,5.2,0.43,1.6
MAI20150723,7/23/2015,MAI20150723_10,10,5.2,0.44,1.5
MAI20150723,7/23/2015,MAI20150723_20,20,5.2,0.37,1.5
MAI20150723,7/23/2015,MAI20150723_30,30,5.0,0.36,1.5
MAI20150723,7/23/2015,MAI20150723_40,40,4.8,0.35,1.4
MAI20150723,7/23/2015,MAI20150723_50,50,4.6,0.35,1.5
MAI20150723,7/23/2015,MAI20150723_60,60,6.0,0.41,0.3
MAI20150723,7/23/2015,MAI20150723_75,75,4.5,0.41,0.2
MAI20150723,7/23/2015,MAI20150723_85,85,4.5,0.4,0.3
MAI20150811,8/12/2015,MAI20150811_0,0,4.0,0.36,1.5
MAI20150811,8/12/2015,MAI20150811_10,10,4.1,0.37,1.5
MAI20150811,8/12/2015,MAI20150811_20,20,4.1,0.37,1.4
MAI20150811,8/12/2015,MAI20150811_30,30,4.2,0.34,1.4
MAI20150811,8/12/2015,MAI20150811_40,40,4.1,0.37,1.4
MAI20150811,8/12/2015,MAI20150811_50,50,4.1,0.36,1.2
MAI20150811,8/12/2015,MAI20150811_60,60,4.0,0.37,1.5
MAI20150811,8/12/2015,MAI20150811_75,75,3.9,0.36,1.2
MAI20150811,8/12/2015,MAI20150811_85,85,2.7,0.29,0.8
MAI20151001,10/1/2015,MAI20151001_0,0,1.9,0.33,1.0
MAI20151001,10/1/2015,MAI20151001_10,10,1.9,0.45,1.9
MAI20151001,10/1/2015,MAI20151001_20,20,1.9,0.35,0.9
MAI20151001,10/1/2015,MAI20151001_30,30,2.1,0.37,1.0
MAI20151001,10/1/2015,MAI20151001_40,40,2.3,0.35,1.1
MAI20151001,10/1/2015,MAI20151001_50,50,2.2,0.36,1.1
MAI20151001,10/1/2015,MAI20151001_60,60,2.5,0.38,1.2
MAI20151001,10/1/2015,MAI20151001_75,75,1.9,0.32,1.0
MAI20151001,10/1/2015,MAI20151001_85,85,2.1,0.35,1.4
MAI20151118,11/19/2015,MAI20151118_0,0,0.1,0.17,0.2
MAI20151118,11/19/2015,MAI20151118_10,10,0.1,0.2,0.5
MAI20151118,11/19/2015,MAI20151118_20,20,0.6,0.23,0.7
MAI20151118,11/19/2015,MAI20151118_30,30,2.5,0.33,1.4
MAI20151118,11/19/2015,MAI20151118_40,40,3.8,0.42,2.1
MAI20151118,11/19/2015,MAI20151118_50,50,8.4,0.66,3.5
MAI20151118,11/19/2015,MAI20151118_60,60,8.6,0.68,3.1
MAI20151118,11/19/2015,MAI20151118_75,75,9.1,0.78,4.1
MAI20151118,11/19/2015,MAI20151118_85,85,8.8,0.75,6.0
MAI20151216,12/17/2015,MAI20151216_0,0,0.1,0.02,0.0
MAI20151216,12/17/2015,MAI20151216_10,10,0.1,0.06,0.0
MAI20151216,12/17/2015,MAI20151216_20,20,0.1,0.02,0.0
MAI20151216,12/17/2015,MAI20151216_30,30,0.3,0.09,2.4
MAI20151216,12/17/2015,MAI20151216_40,40,0.3,0.36,2.5
MAI20151216,12/17/2015,MAI20151216_50,50,0.3,0.05,2.9
MAI20151216,12/17/2015,MAI20151216_60,60,0.3,0.02,3.9
MAI20151216,12/17/2015,MAI20151216_75,75,0.5,0.03,5.7
MAI20151216,12/17/2015,MAI20151216_85,85,0.5,0.05,6.1
MAI20160209,2/10/2016,MAI20160209_0,0,0.0,0.06,0.0
MAI20160209,2/10/2016,MAI20160209_10,10,0.0,0.02,0.0
MAI20160209,2/10/2016,MAI20160209_20,20,0.1,0.17,0.2
MAI20160209,2/10/2016,MAI20160209_30,30,0.5,0.02,6.9
MAI20160209,2/10/2016,MAI20160209_40,40,0.6,0.06,8.1
MAI20160209,2/10/2016,MAI20160209_50,50,0.7,0.05,9.7
MAI20160209,2/10/2016,MAI20160209_60,60,0.8,0.0,11.2
MAI20160209,2/10/2016,MAI20160209_75,75,0.9,0.06,12.0
MAI20160209,2/10/2016,MAI20160209_85,85,0.7,0.13,12.0
MAI20160303,3/4/2016,MAI20160303_0,0,0.1,0.04,0.0
MAI20160303,3/4/2016,MAI20160303_10,10,0.1,0.05,0.0
MAI20160303,3/4/2016,MAI20160303_20,20,0.1,0.05,0.0
MAI20160303,3/4/2016,MAI20160303_30,30,0.1,0.07,0.1
MAI20160303,3/4/2016,MAI20160303_40,40,0.1,0.25,0.3
MAI20160303,3/4/2016,MAI20160303_50,50,0.1,0.32,0.5
MAI20160303,3/4/2016,MAI20160303_60,60,0.2,0.4,1.1
MAI20160303,3/4/2016,MAI20160303_75,75,0.3,0.21,3.3
MAI20160303,3/4/2016,MAI20160303_85,85,0.5,0.05,6.1
MAI20160321,3/22/2016,MAI20160321_0,0,0.1,0.05,0.2
MAI20160321,3/22/2016,MAI20160321_10,10,0.1,0.03,0.2
MAI20160321,3/22/2016,MAI20160321_20,20,0.2,0.31,1.1
MAI20160321,3/22/2016,MAI20160321_30,30,0.2,0.25,1.4
MAI20160321,3/22/2016,MAI20160321_40,40,0.2,0.3,1.7
MAI20160321,3/22/2016,MAI20160321_50,50,0.3,0.2,2.7
MAI20160321,3/22/2016,MAI20160321_60,60,0.3,0.21,3.0
MAI20160321,3/22/2016,MAI20160321_75,75,0.4,0.16,4.5
MAI20160321,3/22/2016,MAI20160321_85,85,0.4,0.2,4.6
MAI20160428,4/28/2016,MAI20160428_0,0,0.2,0.09,0.5
MAI20160428,4/28/2016,MAI20160428_10,10,0.2,0.11,0.5
MAI20160428,4/28/2016,MAI20160428_20,20,0.2,0.1,0.5
MAI20160428,4/28/2016,MAI20160428_30,30,0.2,0.09,0.7
MAI20160428,4/28/2016,MAI20160428_40,40,0.2,0.21,1.2
MAI20160428,4/28/2016,MAI20160428_50,50,0.3,0.17,2.4
MAI20160428,4/28/2016,MAI20160428_60,60,0.5,0.03,6.4
MAI20160428,4/28/2016,MAI20160428_75,75,0.7,0.02,8.6
MAI20160428,4/28/2016,MAI20160428_85,85,0.7,0.07,8.6
MAI20160530,5/31/2016,MAI20160530_0,0,2.3,0.3,1.2
MAI20160530,5/31/2016,MAI20160530_10,10,2.3,0.3,1.2
MAI20160530,5/31/2016,MAI20160530_20,20,2.3,0.3,1.2
MAI20160530,5/31/2016,MAI20160530_30,30,2.3,0.3,1.2
MAI20160530,5/31/2016,MAI20160530_40,40,2.2,0.29,1.3
MAI20160530,5/31/2016,MAI20160530_50,50,2.1,0.29,1.2
MAI20160530,5/31/2016,MAI20160530_60,60,2.0,0.31,1.5
MAI20160530,5/31/2016,MAI20160530_75,75,2.0,0.32,1.7
MAI20160530,5/31/2016,MAI20160530_85,85,2.0,0.32,1.7
MAI20160630,7/1/2016,MAI20160630_0,0,3.5,0.35,1.3
MAI20160630,7/1/2016,MAI20160630_10,10,3.5,0.36,1.3
MAI20160630,7/1/2016,MAI20160630_20,20,3.5,0.36,1.3
MAI20160630,7/1/2016,MAI20160630_30,30,3.5,0.36,1.3
MAI20160630,7/1/2016,MAI20160630_40,40,3.6,0.36,1.3
MAI20160630,7/1/2016,MAI20160630_50,50,3.6,0.36,1.3
MAI20160630,7/1/2016,MAI20160630_60,60,3.6,0.37,1.4
MAI20160630,7/1/2016,MAI20160630_75,75,3.6,0.35,1.5
MAI20160630,7/1/2016,MAI20160630_85,85,3.7,0.37,1.5
MAI20160720,7/21/2016,MAI20160720_0,0,3.6,0.36,1.1
MAI20160720,7/21/2016,MAI20160720_10,10,3.6,0.36,1.0
MAI20160720,7/21/2016,MAI20160720_20,20,3.6,0.36,1.0
MAI20160720,7/21/2016,MAI20160720_30,30,3.6,0.35,1.0
MAI20160720,7/21/2016,MAI20160720_40,40,3.6,0.36,1.0
MAI20160720,7/21/2016,MAI20160720_50,50,3.6,0.36,1.0
MAI20160720,7/21/2016,MAI20160720_60,60,3.6,0.36,1.0
MAI20160720,7/21/2016,MAI20160720_75,75,3.6,0.36,1.1
MAI20160720,7/21/2016,MAI20160720_85,85,3.6,0.36,1.2
MAI20160831,8/31/2016,MAI20160831_0,0,2.8,0.33,0.7
MAI20160831,8/31/2016,MAI20160831_10,10,2.8,0.34,0.7
MAI20160831,8/31/2016,MAI20160831_20,20,3.0,0.36,0.7
MAI20160831,8/31/2016,MAI20160831_30,30,3.3,0.35,0.9
MAI20160831,8/31/2016,MAI20160831_40,40,3.7,0.38,1.1
MAI20160831,8/31/2016,MAI20160831_50,50,3.7,0.38,1.1
MAI20160831,8/31/2016,MAI20160831_60,60,3.5,0.37,0.9
MAI20160831,8/31/2016,MAI20160831_75,75,2.7,0.35,0.6
MAI20160831,8/31/2016,MAI20160831_85,85,2.7,0.35,0.6
MAI20160927,9/27/2016,MAI20160927_0,0,0.0,0.2,0.2
MAI20160927,9/27/2016,MAI20160927_10,10,0.0,0.17,0.2
MAI20160927,9/27/2016,MAI20160927_20,20,0.3,0.21,0.2
MAI20160927,9/27/2016,MAI20160927_30,30,1.7,0.29,0.4
MAI20160927,9/27/2016,MAI20160927_40,40,3.1,0.39,0.8
MAI20160927,9/27/2016,MAI20160927_50,50,3.2,0.39,1.0
MAI20160927,9/27/2016,MAI20160927_60,60,3.1,0.39,1.0
MAI20160927,9/27/2016,MAI20160927_75,75,3.1,0.4,1.0
MAI20160927,9/27/2016,MAI20160927_85,85,3.1,0.4,1.1
MAI20161117,11/18/2016,MAI20161117_0,0,0.9,0.48,0.4
MAI20161117,11/18/2016,MAI20161117_10,10,0.9,0.28,0.4
MAI20161117,11/18/2016,MAI20161117_20,20,0.8,0.22,0.3
MAI20161117,11/18/2016,MAI20161117_30,30,1.2,0.26,0.4
MAI20161117,11/18/2016,MAI20161117_40,40,1.5,0.29,0.5
MAI20161117,11/18/2016,MAI20161117_50,50,1.8,0.31,0.5
MAI20161117,11/18/2016,MAI20161117_60,60,3.0,0.42,1.3
MAI20161117,11/18/2016,MAI20161117_75,75,3.9,0.48,1.8
MAI20161117,11/18/2016,MAI20161117_85,85,2.9,0.42,1.2
MAI20170104,1/5/2017,MAI20170104_0,0,0.0,0.09,0.0
MAI20170104,1/5/2017,MAI20170104_10,10,0.0,0.08,0.0
MAI20170104,1/5/2017,MAI20170104_20,20,0.0,0.1,0.0
MAI20170104,1/5/2017,MAI20170104_30,30,0.0,0.09,0.0
MAI20170104,1/5/2017,MAI20170104_40,40,0.8,0.16,0.3
MAI20170104,1/5/2017,MAI20170104_50,50,2.4,0.23,0.6
MAI20170104,1/5/2017,MAI20170104_60,60,3.0,0.27,0.9
MAI20170104,1/5/2017,MAI20170104_75,75,4.9,0.41,2.0
MAI20170104,1/5/2017,MAI20170104_85,85,5.0,0.43,2.0
MAI20170223,2/24/2017,MAI20170223_0,0,0.1,0.1,0.6
MAI20170223,2/24/2017,MAI20170223_10,10,0.8,0.15,0.8
MAI20170223,2/24/2017,MAI20170223_20,20,1.3,0.19,0.9
MAI20170223,2/24/2017,MAI20170223_30,30,2.0,0.21,1.2
MAI20170223,2/24/2017,MAI20170223_40,40,2.4,0.24,1.3
MAI20170223,2/24/2017,MAI20170223_50,50,2.8,0.29,1.5
MAI20170223,2/24/2017,MAI20170223_60,60,3.0,0.35,1.2
MAI20170223,2/24/2017,MAI20170223_75,75,8.2,0.58,3.2
MAI20170223,2/24/2017,MAI20170223_85,85,9.1,0.67,3.6
MAI20170323,3/24/2017,MAI20170323_0,0,0.4,0.15,0.8
MAI20170323,3/24/2017,MAI20170323_10,10,0.4,0.14,0.8
MAI20170323,3/24/2017,MAI20170323_20,20,0.4,0.16,0.8
MAI20170323,3/24/2017,MAI20170323_30,30,0.5,0.15,0.8
MAI20170323,3/24/2017,MAI20170323_40,40,0.5,0.16,0.8
MAI20170323,3/24/2017,MAI20170323_50,50,1.8,0.23,1.0
